geo\time	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
hu	10107.1 	10129.6 	10158.6 	10187.6 	10210.9 	10067.5 	10113.6 	10154.9 	10193.4 	10229.0 
hu10	2835.3 	2827.2 	2826.9 	2830.1 	2838.5 	2850.6 	2862.3 	2874.1 	2886.3 	2897.6 
hu21	1111.9 	1113.3 	1119.1 	1120.7 	1119.9 	1109.6 	1112.3 	1113.6 	1115.1 	1116.8 
hu22	1001.8 	1003.8 	1001.7 	1003.4 	1004.2 	985.5 	989.7 	993.4 	996.8 	999.5 
hu23	980.5 	986.5 	991.4 	995.6 	998.7 	977.5 	982.9 	988.0 	993.0 	998.7 
hu31	1275.6 	1284.5 	1292.7 	1299.7 	1303.7 	1272.7 	1280.2 	1287.4 	1293.7 	1300.1 
hu32	1544.4 	1550.6 	1556.6 	1561.4 	1563.9 	1526.4 	1532.5 	1537.1 	1541.0 	1544.1 
hu33	1357.6 	1363.6 	1370.1 	1376.8 	1381.9 	1345.3 	1353.8 	1361.2 	1367.4 	1372.2 
mt	401.3 	398.6 	396.0 	393.0 	389.9 	383.7 	377.5 	375.2 	372.6 	370.3 
mt00	401.3 	398.6 	396.0 	393.0 	389.9 	383.7 	377.5 	375.2 	372.6 	370.3 
nl	16281.8 	16225.3 	16148.9 	16046.2 	15925.5 	15812.1 	15707.2 	15610.7 	15530.5 	15459.0 
nl11	574.7 	573.7 	571.7 	568.5 	564.6 	561.3 	559.0 	558.0 	558.1 	558.1 
nl12	642.5 	640.9 	638.0 	633.4 	627.5 	622.9 	619.7 	616.6 	613.5 	610.8 
nl13	482.9 	481.8 	480.0 	476.7 	472.2 	468.5 	465.9 	462.8 	459.1 	456.1 
nl21	1107.5 	1103.1 	1097.4 	1090.2 	1082.0 	1074.0 	1067.0 	1060.7 	1056.0 	1052.2 
nl22	1969.5 	1963.7 	1954.8 	1941.8 	1926.7 	1913.0 	1901.2 	1891.1 	1881.2 	1870.5 
nl23	362.9 	355.8 	346.7 	335.3 	323.1 	311.8 	299.9 	287.4 	277.2 	267.6 
nl31	1166.8 	1157.2 	1146.1 	1123.7 	1112.9 	1103.3 	1093.7 	1083.8 	1075.0 	1067.0 
nl32	2593.2 	2580.2 	2566.3 	2542.6 	2526.5 	2510.8 	2494.6 	2480.4 	2471.6 	2466.0 
nl33	3455.2 	3446.0 	3431.9 	3432.0 	3409.2 	3388.3 	3368.9 	3351.9 	3338.8 	3329.0 
nl34	379.5 	378.7 	377.8 	376.1 	373.4 	371.2 	370.3 	369.2 	367.9 	366.6 
nl41	2409.2 	2403.6 	2395.7 	2383.1 	2365.6 	2346.9 	2328.5 	2311.7 	2297.3 	2283.3 
nl42	1138.0 	1140.6 	1142.6 	1143.0 	1141.9 	1140.2 	1138.6 	1137.1 	1134.9 	1131.9 
at	8173.3 	8121.1 	8083.7 	8043.0 	8011.6 	7992.3 	7976.8 	7968.0 	7959.0 	7948.3 
at11	277.4 	276.6 	276.7 	276.4 	276.1 	276.5 	277.0 	277.4 	277.7 	277.7 
at12	1563.3 	1553.3 	1547.7 	1542.6 	1537.3 	1532.9 	1528.8 	1525.6 	1523.5 	1520.6 
at13	1612.5 	1591.2 	1573.3 	1558.3 	1551.2 	1545.4 	1541.6 	1541.5 	1540.6 	1540.8 
at21	559.5 	559.4 	560.5 	560.4 	560.1 	560.8 	561.0 	561.3 	561.7 	561.3 
at22	1194.8 	1191.0 	1190.1 	1186.3 	1182.7 	1183.1 	1183.7 	1184.3 	1185.1 	1185.8 
at31	1392.7 	1386.9 	1382.5 	1376.7 	1371.6 	1368.3 	1365.4 	1363.8 	1362.6 	1361.0 
at32	524.6 	521.7 	519.1 	516.4 	513.9 	512.0 	511.1 	510.5 	509.2 	507.5 
at33	689.1 	684.2 	679.4 	674.1 	669.5 	665.8 	662.5 	659.3 	655.5 	651.6 
at34	359.4 	356.8 	354.4 	351.7 	349.3 	347.4 	345.8 	344.4 	343.1 	342.0 
pl	38182.2 	38204.6 	38232.3 	38250.8 	38255.9 	38653.6 	38666.1 	38649.9 	38618.0 	38587.6 
pl11	2592.4 	2602.2 	2612.2 	2622.7 	2632.2 	2657.6 	2668.4 	2676.6 	2683.4 	2689.2 
pl12	5140.9 	5132.2 	5124.9 	5118.1 	5111.4 	5064.9 	5065.5 	5061.5 	5059.5 	5056.7 
pl21	3256.6 	3245.1 	3233.5 	3226.7 	3215.2 	3218.6 	3211.4 	3200.5 	3194.0 	3183.2 
pl22	4707.9 	4723.3 	4741.5 	4758.2 	4775.9 	4874.7 	4889.8 	4899.6 	4905.8 	4914.9 
pl31	2188.2 	2194.1 	2199.0 	2204.4 	2207.4 	2237.3 	2241.2 	2243.6 	2243.8 	2244.4 
pl32	2097.6 	2101.1 	2104.3 	2102.6 	2100.6 	2123.8 	2120.2 	2115.1 	2108.0 	2102.6 
pl33	1290.1 	1293.7 	1297.4 	1301.1 	1303.5 	1324.0 	1327.2 	1329.5 	1330.4 	1331.1 
pl34	1203.8 	1206.4 	1208.6 	1210.2 	1211.6 	1222.9 	1223.8 	1223.6 	1221.9 	1220.8 
pl41	3362.6 	3357.6 	3352.6 	3347.7 	3342.0 	3353.1 	3348.1 	3342.5 	3334.7 	3327.6 
pl42	1695.5 	1696.9 	1698.4 	1698.7 	1697.5 	1732.1 	1731.2 	1727.4 	1722.4 	1718.1 
pl43	1009.0 	1008.5 	1009.1 	1008.9 	1008.3 	1023.0 	1021.4 	1019.0 	1015.6 	1013.4 
pl51	2895.7 	2901.5 	2907.3 	2910.7 	2914.6 	2979.7 	2984.3 	2986.6 	2988.2 	2987.7 
pl52	1053.6 	1058.3 	1064.4 	1068.7 	1072.5 	1088.7 	1090.6 	1091.9 	1092.5 	1094.5 
pl61	2068.2 	2068.7 	2069.6 	2068.2 	2069.2 	2100.3 	2099.0 	2097.0 	2094.1 	2091.2 
pl62	1428.8 	1428.7 	1428.6 	1428.1 	1425.4 	1464.4 	1462.1 	1458.9 	1454.7 	1451.0 
pl63	2191.5 	2186.3 	2180.8 	2175.8 	2168.6 	2188.8 	2182.0 	2176.6 	2169.1 	2161.3 
pt	10502.0 	10441.1 	10368.4 	10293.0 	10225.8 	10171.9 	10129.3 	10091.1 	10057.9 	10030.4 
pt11	3719.6 	3701.9 	3679.7 	3655.7 	3632.5 	3612.4 	3594.9 	3578.5 	3563.4 	3548.9 
pt15	408.4 	401.9 	394.7 	387.2 	379.6 	372.6 	366.3 	360.4 	355.4 	351.5 
pt16	2371.7 	2360.6 	2347.1 	2332.4 	2318.8 	2307.6 	2298.7 	2290.7 	2284.0 	2278.8 
pt17	2750.5 	2727.4 	2700.7 	2674.3 	2652.5 	2636.3 	2624.4 	2614.2 	2604.5 	2596.6 
pt18	767.6 	767.8 	767.3 	766.1 	765.2 	764.6 	764.6 	764.9 	765.7 	767.0 
pt20	240.6 	239.4 	238.2 	237.3 	237.1 	237.3 	237.4 	237.6 	238.0 	238.5 
pt30	243.6 	242.1 	240.8 	240.1 	240.1 	241.2 	242.9 	244.8 	246.9 	249.1 
ro	21684.9 	21742.0 	21803.1 	22411.1 	22443.0 	22458.0 	22502.8 	22545.9 	22607.6 	22681.0 
ro11	2743.0 	2746.8 	2756.5 	2839.1 	2847.2 	2847.5 	2855.6 	2861.5 	2872.9 	2883.3 
ro12	2538.5 	2545.9 	2549.8 	2640.2 	2643.3 	2641.1 	2646.7 	2660.7 	2666.3 	2678.1 
ro21	3739.2 	3744.6 	3745.1 	3835.5 	3825.7 	3832.7 	3824.8 	3785.5 	3788.2 	3784.6 
ro22	2852.5 	2859.2 	2867.7 	2935.2 	2935.6 	2946.2 	2949.4 	2943.3 	2948.8 	2954.6 
ro31	3344.2 	3359.4 	3376.1 	3462.6 	3469.3 	3488.5 	3499.8 	3496.6 	3510.8 	3524.9 
ro32	2209.0 	2208.2 	2211.0 	2268.9 	2279.3 	2255.2 	2264.2 	2304.9 	2314.8 	2332.6 
ro41	2319.5 	2330.5 	2342.2 	2397.2 	2401.5 	2416.0 	2424.2 	2419.7 	2429.3 	2437.1 
ro42	1939.1 	1947.3 	1954.8 	2032.2 	2041.2 	2030.8 	2038.1 	2073.7 	2076.7 	2085.6 
si	1997.0 	1995.7 	1995.7 	1992.0 	1990.3 	1985.6 	1982.6 	1986.8 	1991.2 	1987.5 
si00	1997.0 	1995.7 	1995.7 	1992.0 	1990.3 	1985.6 	1982.6 	1986.8 	1991.2 	1987.5 
sk	5382.4 	5379.6 	5378.6 	5379.8 	5400.6 	5395.1 	5390.7 	5383.2 	5373.8 	5373.8 
sk01	600.5 	599.8 	599.0 	599.1 	617.2 	617.0 	618.3 	619.0 	618.6 	618.6 
sk02	1863.9 	1864.7 	1866.7 	1869.7 	1875.6 	1876.5 	1877.0 	1876.6 	1876.1 	1876.1 
sk03	1352.5 	1352.8 	1353.5 	1354.5 	1355.6 	1355.0 	1353.9 	1352.7 	1350.6 	1350.6 
sk04	1565.6 	1562.4 	1559.4 	1556.5 	1552.2 	1546.7 	1541.5 	1534.9 	1528.5 	1528.5 
fi	5228.2 	5213.0 	5200.6 	5188.0 	5176.2 	5165.5 	5153.5 	5139.8 	5124.6 	5107.8 
fi13	668.2 	670.9 	674.5 	678.7 	683.5 	688.8 	694.1 	699.2 	703.2 	706.2 
fi18	2575.1 	2563.5 	2551.2 	2536.7 	2521.2 	2504.9 	2486.5 	2467.5 	2449.4 	2432.0 
fi19	1327.8 	1323.4 	1320.5 	1318.4 	1317.3 	1317.2 	1317.0 	1316.4 	1315.4 	1314.3 
fi1a	630.6 	628.9 	628.3 	628.3 	628.4 	628.9 	630.3 	631.4 	631.3 	630.1 
fi20	26.4 	26.3 	26.1 	25.9 	25.7 	25.7 	25.5 	25.3 	25.2 	25.2 
se	8993.5 	8958.2 	8925.0 	8896.0 	8872.1 	8857.9 	8851.0 	8846.1 	8844.5 	8837.5 
se01	1866.9 	1855.7 	1844.7 	1831.0 	1813.3 	1793.4 	1773.2 	1753.6 	1744.3 	1725.8 
se02	1512.2 	1506.6 	1500.4 	1494.7 	1491.2 	1491.4 	1488.9 	1496.7 	1498.0 	1501.1 
se04	1306.9 	1298.8 	1290.8 	1283.2 	1277.1 	1273.1 	1270.1 	1267.3 	1266.3 	1264.5 
se06	826.6 	827.0 	828.1 	830.8 	835.2 	840.7 	846.7 	853.6 	857.1 	862.5 
se07	371.7 	372.0 	373.0 	375.1 	378.2 	381.8 	390.6 	389.3 	391.1 	393.9 
se08	509.1 	508.8 	509.2 	510.7 	513.3 	516.5 	519.9 	522.9 	524.2 	526.5 
se09	799.1 	797.7 	796.7 	796.9 	797.8 	800.1 	803.5 	806.7 	808.2 	811.5 
se0a	1801.0 	1791.5 	1782.2 	1773.6 	1766.0 	1760.9 	1758.2 	1756.0 	1755.1 	1751.8 
uk	59879.9 	59568.8 	59327.7 	59108.7 	58643.2 	59500.9 	59236.5 	59009.0 	58801.0 	58606.0 
ukc1	1149.0 	1147.1 	1146.1 	1146.2 	1135.4 eir	1162.7 s	1164.1 s	1167.0 	1168.2 	1169.4 
ukc2	1397.9 	1393.4 	1392.7 	1394.2 	1387.3 eir	1418.6 s	1425.5 s	1434.9 	1438.8 	1442.5 
ukd1	494.6 	490.6 	488.3 	487.7 	488.1 eir	491.8 s	492.9 s	492.2 	491.2 	491.1 
ukd2	992.3 	989.7 	986.3 	983.9 	981.7 eir	982.5 s	984.3 s	982.7 	980.6 	978.5 
ukd3	2539.2 	2530.9 	2523.0 	2517.8 	2486.8 eir	2577.0 s	2577.4 s	2578.1 	2581.1 	2582.6 
ukd4	1434.6 	1429.0 	1422.9 	1417.8 	1412.9 eir	1425.5 s	1426.8 s	1427.4 	1427.7 	1427.5 
ukd5	1365.7 	1364.9 	1365.6 	1368.7 	1367.6 eir	1403.6 s	1409.4 s	1419.4 	1426.1 	1433.2 
uke1	886.9 	882.1 	878.2 	875.8 	867.5 eir	881.6 s	883.1 s	887.2 	889.4 	890.8 
uke2	764.4 	759.7 	755.5 	750.8 	745.0 eir	747.6 s	742.4 s	737.4 	733.8 	729.6 
uke3	1278.8 	1273.2 	1269.3 	1267.1 	1267.0 eir	1302.4 s	1304.1 s	1306.9 	1306.4 	1306.9 
uke4	2107.7 	2097.6 	2090.1 	2082.6 	2070.2 eir	2115.4 s	2113.3 s	2113.3 	2111.0 	2108.5 
ukf1	2014.0 	2004.9 	1994.5 	1985.0 	1970.5 eir	2006.8 s	2001.7 s	1999.1 	1995.0 	1990.8 
ukf2	1592.8 	1581.7 	1570.9 	1559.5 	1545.8 eir	1555.8 s	1544.5 s	1538.2 	1529.5 	1519.6 
ukf3	672.8 	665.2 	656.6 	648.0 	640.9 eir	628.6 s	623.1 s	618.7 	614.9 	609.8 
ukg1	1256.1 	1245.3 	1234.6 	1224.0 	1215.8 eir	1216.1 s	1212.8 s	1203.3 	1197.0 	1196.6 
ukg2	1500.2 	1496.2 	1492.9 	1488.9 	1484.3 eir	1493.0 s	1491.5 s	1483.4 	1479.0 	1476.1 
ukg3	2582.0 	2578.0 	2574.7 	2570.9 	2559.9 eir	2626.5 s	2628.2 s	2641.1 	2644.1 	2637.0 
ukh1	2239.9 	2216.9 	2195.9 	2181.9 	2173.6 eir	2196.0 s	2181.1 s	2155.5 	2135.9 	2117.6 
ukh2	1620.2 	1613.5 	1608.2 	1601.9 	1592.8 eir	1605.2 s	1590.2 s	1573.5 	1563.3 	1555.3 
ukh3	1636.7 	1629.5 	1623.0 	1615.8 	1608.5 eir	1617.7 s	1605.6 s	1593.4 	1584.4 	1576.4 
uki1	2938.1 	2908.0 	2886.9 	2853.9 	2722.4 eir	2817.1 s	2760.6 s	2722.3 	2696.8 	2673.8 
uki2	4502.8 	4486.0 	4476.3 	4459.3 	4382.0 eir	4468.0 s	4426.6 s	4388.1 	4355.2 	4325.5 
ukj1	2123.3 	2112.4 	2105.6 	2100.8 	2088.5 eir	2116.2 s	2098.8 s	2079.4 	2060.0 	2036.1 
ukj2	2579.7 	2570.3 	2563.3 	2557.1 	2548.1 eir	2593.1 s	2559.6 s	2536.2 	2517.0 	2502.5 
ukj3	1802.8 	1795.9 	1788.7 	1781.2 	1770.8 eir	1781.0 s	1770.9 s	1760.7 	1750.1 	1739.0 
ukj4	1610.4 	1600.1 	1590.3 	1581.3 	1574.7 eir	1587.2 s	1574.6 s	1564.3 	1556.8 	1551.4 
ukk1	2206.2 	2191.6 	2179.9 	2171.8 	2155.6 eir	2180.4 s	2162.1 s	2146.0 	2133.5 	2123.7 
ukk2	1212.5 	1206.5 	1199.4 	1192.0 	1185.3 eir	1185.6 s	1180.5 s	1171.4 	1164.0 	1157.3 
ukk3	516.9 	513.2 	508.0 	502.4 	497.5 eir	494.7 s	490.4 s	486.3 	483.8 	482.0 
ukk4	1100.3 	1089.8 	1082.2 	1076.6 	1070.8 eir	1075.0 s	1068.4 s	1063.4 	1060.7 	1057.9 
ukl1	1873.9 	1867.9 	1860.8 	1855.7 	1851.5 eir	1867.2 s	1867.5 s	1873.1 	1875.4 	1878.1 
ukl2	1076.4 	1070.1 	1062.9 	1057.0 	1048.6 eir	1069.8 s	1065.8 s	1055.9 	1048.2 	1041.8 
ukm1	502.0 	501.3 	501.7 	503.2 	504.5 eir	504.4 s	504.1 s	508.1 	510.8 	512.3 
ukm2	1920.9 	1910.1 	1905.1 	1903.4 	1900.5 eir	1900.0 s	1894.5 s	1897.8 	1894.4 	1895.1 
ukm3	2282.1 	2281.3 	2282.9 	2286.3 	2287.9 eir	2345.9 s	2351.9 s	2353.7 	2358.5 	2365.0 
ukm4	372.2 	369.4 	368.1 	368.7 	370.0 eir	368.9 s	369.5 s	371.6 	372.5 	373.0 
ukn0	1711.9 	1703.1 	1696.3 	1689.6 	1682.9 eir	1691.8 s	1688.6 s	1677.7 	1666.0 	1651.8 
hr	4442.8 	4442.3 	4443.7 	4441.0 	: 	: 	: 	: 	: 	: 
hr01	1664.3 	1661.8 	1661.1 	1660.2 	: 	: 	: 	: 	: 	: 
hr02	1330.6 	1338.5 	1345.7 	1350.3 	: 	: 	: 	: 	: 	: 
hr03	1447.9 	1441.9 	1436.9 	1430.6 	: 	: 	: 	: 	: 	: 
tr	71151.0 	70231.0 	69304.1 	68366.8 	67392.5 	66339.0 	65215.1 	64063.2 	62911.1 	61770.6 
tr10	11045.5 	10760.7 	10478.5 	10198.5 	9916.7 	9627.2 	9331.9 	9036.9 	8746.6 	8462.5 
tr21	1395.7 	1384.6 	1373.1 	1361.2 	1348.4 	1333.8 	1317.6 	1300.5 	1283.2 	1266.0 
tr22	1559.8 	1555.0 	1549.7 	1543.7 	1536.4 	1526.9 	1515.2 	1502.4 	1489.1 	1475.5 
tr31	3588.9 	3528.7 	3468.6 	3408.2 	3346.4 	3281.0 	3212.5 	3143.0 	3074.0 	3005.9 
tr32	2619.7 	2591.3 	2562.6 	2533.3 	2502.4 	2468.4 	2431.6 	2393.6 	2355.4 	2317.4 
tr33	3099.3 	3086.7 	3073.2 	3058.4 	3041.2 	3019.6 	2994.0 	2966.1 	2937.3 	2908.1 
tr41	3223.7 	3169.0 	3114.3 	3059.5 	3003.3 	2944.0 	2881.9 	2818.9 	2756.4 	2694.8 
tr42	2842.9 	2808.0 	2772.8 	2737.1 	2699.8 	2659.3 	2615.8 	2571.2 	2526.5 	2482.1 
tr51	4252.0 	4184.7 	4117.3 	4049.5 	3979.9 	3905.9 	3828.1 	3749.1 	3670.4 	3592.7 
tr52	2583.1 	2542.4 	2501.6 	2460.6 	2418.4 	2373.6 	2326.5 	2278.6 	2230.9 	2183.8 
tr61	2729.9 	2663.5 	2597.6 	2532.1 	2466.1 	2398.0 	2328.4 	2258.7 	2190.0 	2122.7 
tr62	3719.0 	3658.9 	3598.6 	3538.2 	3476.1 	3410.2 	3341.1 	3270.9 	3201.1 	3132.2 
tr63	2789.1 	2769.0 	2748.2 	2726.6 	2703.0 	2675.8 	2645.2 	2612.9 	2580.1 	2547.2 
tr71	1717.7 	1710.6 	1702.9 	1694.6 	1684.9 	1672.8 	1658.4 	1642.8 	1626.8 	1610.4 
tr72	2523.9 	2517.4 	2510.0 	2501.4 	2490.8 	2476.5 	2458.7 	2439.0 	2418.4 	2397.4 
tr81	958.7 	977.5 	995.3 	1012.2 	1027.7 	1041.0 	1052.3 	1062.1 	1070.9 	1078.8 
tr82	815.5 	831.4 	846.4 	860.7 	873.8 	885.0 	894.5 	902.8 	910.1 	916.8 
tr83	2983.9 	2989.0 	2992.7 	2994.7 	2993.9 	2988.3 	2978.1 	2965.2 	2950.9 	2935.6 
tr90	3171.4 	3161.0 	3149.5 	3136.7 	3121.4 	3101.4 	3077.2 	3050.7 	3023.1 	2995.0 
tra1	1357.9 	1356.4 	1354.5 	1351.8 	1348.0 	1342.2 	1334.4 	1325.5 	1316.0 	1306.3 
tra2	1157.6 	1157.3 	1156.7 	1155.6 	1153.8 	1150.5 	1145.9 	1140.6 	1134.9 	1129.1 
trb1	1815.8 	1803.4 	1790.6 	1777.5 	1763.5 	1747.3 	1729.3 	1710.5 	1691.6 	1672.9 
trb2	2105.1 	2064.0 	2023.0 	1982.1 	1940.5 	1897.0 	1851.9 	1806.4 	1761.4 	1717.1 
trc1	2139.1 	2107.3 	2075.5 	2043.4 	2010.3 	1974.9 	1937.6 	1899.5 	1861.6 	1824.1 
trc2	3055.3 	2986.3 	2917.7 	2849.5 	2780.5 	2709.1 	2635.6 	2562.0 	2489.3 	2418.0 
trc3	1900.3 	1866.7 	1833.2 	1799.6 	1765.3 	1729.1 	1691.4 	1653.2 	1615.3 	1578.0 
is	292.0 	290.0 	288.0 	285.0 	281.0 	277.0 	274.0 	271.0 	269.0 	267.0 
li	34.0 	34.0 	34.0 	33.0 	33.0 	32.0 	32.0 	31.0 	31.0 	31.0 
no	4591.9 	4564.9 	4538.2 	4513.8 	4491.0 	4445.3 	4417.6 	4392.7 	4370.0 	4348.4 
no01	1017.3 	1005.6 	995.3 	985.3 	977.6 	963.4 	953.2 	941.1 	928.6 	917.9 
no02	371.8 	371.9 	371.5 	371.3 	370.6 	368.6 	368.3 	368.4 	369.1 	369.9 
no03	887.0 	882.6 	877.6 	872.6 	866.7 	856.3 	849.1 	841.5 	837.3 	834.3 
no04	655.2 	649.9 	644.8 	638.5 	632.9 	624.5 	618.0 	612.6 	607.7 	603.6 
no05	798.5 	795.0 	791.3 	789.6 	787.8 	782.1 	778.6 	776.5 	774.0 	770.3 
no06	399.6 	397.0 	394.8 	393.0 	391.0 	387.7 	386.0 	385.5 	384.5 	383.8 
no07	462.8 	462.8 	462.8 	463.5 	464.2 	462.8 	464.4 	467.1 	468.8 	468.7 
ch	7389.6 	7339.0 	7289.5 	7226.6 	: 	: 	: 	: 	: 	: 
ch01	1355.4 	1339.6 	1325.5 	1310.3 	: 	: 	: 	: 	: 	: 
ch02	1685.8 	1678.3 	1671.4 	1663.1 	: 	: 	: 	: 	: 	: 
ch03	1014.5 	1008.6 	1002.7 	994.3 	: 	: 	: 	: 	: 	: 
ch04	1255.9 	1245.6 	1235.6 	1218.3 	: 	: 	: 	: 	: 	: 
ch05	1058.1 	1053.8 	1049.1 	1044.6 	: 	: 	: 	: 	: 	: 
ch06	701.4 	696.7 	692.2 	684.4 	: 	: 	: 	: 	: 	: 
ch07	318.6 	316.3 	313.2 	311.7 	: 	: 	: 	: 	: 	: 
